date,description,south_rating,kaanapali_rating,northwest_rating
"Thursday, March 3 2022","North West (epili,kapatua, Honolua)

Sunny, north breeze this afternoon
Waves breaking, likely getting bigger
Smallest waves Napili & Kapalua Bays

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light winds expected
Afternoon wind may affect Kahekili
Kahekili & Black Rock both excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light onshore wind
Waves in some areas but getting smaller
Kam 1, Ulua & Mak Landing looking good",7.0,8.0,5.0
"Wednesday, March 2.2022","North West (epili,kapatua, Honolua)

Sunny ligth wind. Possible PM clouds
Waves are breaking in exposed areas
Half of Kapalua Bay has small waves

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & light wind expected
Some waves in areas. Onshore PM breeze
Kahekili & Black Rock both very good

South Shore (oiowalu, kinei, Makena Landing)

Sunny for most of the day. Light breeze
Elevated waves are breaking in areas
Good = North end of Ulua & south end Kam 1",6.5,8.0,5.0
"Wednesday, March 16 2027","North West (epili,kapatua, Honolua)

Mostly sunny. Possible isolated showers
Waves are hazardous at most spots
Kapalua Bay has the smallest waves

Near Ka'anapali (ick rock. airport Kahekil

Sunshine expected for most of the day
Waves slightly elevated in small areas
Kahekili & Black Rock both look great

South Shore (oiowalu, kinei, Makena Landing)

Sunny AM. Increasing PM clouds
Waves are elevated in some areas
MM-14, Ulua & Wailea beach= smaller waves",7.0,8.0,3.5
"Wednesday, March 9 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Increasing PM winds
Hazardous waves breaking & currents
Smallest waves are inside Kapalu Bay

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies expected. East breeze
Wind & waves may increase later
Kahekili & Black Rock both great this AM

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing PM wind
Wind & waves likely increasing this PM
Kam 1,2,3, Ulua & Mak Landing look good",7.0,8.0,4.
"Tuesday, March 8 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Isolated showers. windy
Waves expected to get bigger this PM
Kapalua Bay is best & very clear this AM

Near Ka'anapali (ick rock. airport Kahekil

Sunshine expected for most of the day
Wind may affect Kahekili later
South face of Black Rock good all day

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing PM clouds/wind
Wind waves likely picking up later
Kamaole 1,2,3, Ulua & Mak Landing good",7.0,75,6.0
"Wednesday, March 23 202:","North West (epili,kapatua, Honolua)

Partly sunny. Very strong wind. Showers
Hazardous ocean-powerful waves/currents
Smallest waves are inside Kapalua Bay

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Strong northeast wind
Strong currents in areas. Kahekili is rough
South face of Black Rock= calmer water

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Lighter wind in Wailea
Waves are breaking. Wind waves forming
South end of Kam 1 & Wailea= smaller waves",5.0,6.5,2.5
"Tuesday, March 22 2022","North West (epili,kapatua, Honolua)

Partly sunny, scattered showers, wind
Hazardous waves, currents & undertow
Smallest waves are inside Kapalau Bay

Near Ka'anapali (ick rock. airport Kahekil

Partly to mostly sunny. Strong PM wind
Wind/waves likely affecting Kahekili later
South face of Black Rock likely good all day

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny, light wind increasing later
Waves are picking up a bit more today
Smaller waves at Kamaole 1 & Ulua beach",6.0,7.0,3.0
"Friday, March 4.2022","North West (epili,kapatua, Honolua)

Mostly sunny. Breezy north wind
High Surf Advisory- powerful waves
Smallest waves inside Kapalua Bay

Near Ka'anapali (ick rock. airport Kahekil

Sunny for most of the day. North breeze
Some waves. PM wind may affect Kahekili
South face of Black Rock likely good all day

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny, Breezy north wind
PM wind may cause choppy areas
MM-14, Kam 1,2,3, Ulua & Mak Landing good",7.0,75,3.5
"Saturday, March 5 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Northeast wind 10 mph
Waves are powerful & strong currents
Smaller waves inside Kapalua Bay

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & northeast 10 mph wind.
Kahekili may be affected later by wind
South face of Black Rock great all day

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny, northeast 10 mph wind
May become choppy in areas later this PM
Kam 1,2,3. Ulua, Wailea & Mak Landing= good",7.5,8.0,3.5
"Thursday, March 10 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Some clouds. Breezy PM
Waves in more exposed areas
Kapalua Bay & part of Honolua bay is best

Near Ka'anapali (ick rock. airport Kahekil

Sunshine expected for most of the day
Waves may pick up later in the day
Kahekili & Black Rock both excellent this AM

South Shore (oiowalu, kinei, Makena Landing)

Sunshine expected for much of the day
Waves are getting bigger today
MM-14, Kamaole 1,2 & 3, Ulua looking best early",7.0,8.5,6.5
"Thursday, March 17 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Strong east wind
Waves are breaking in areas
Kapalua Bay is looking very nice

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light wind expected
Waves slightly elevated in sections
Black Rock is best, Kahekili also good

South Shore (oiowalu, kinei, Makena Landing)

Sunny, increasing PM wind/clouds
Waves are powerful at times in areas
Smaller waves. South Kamaole 1, Ulua beach",5.5,7.5,6.0
"Friday, March 11 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Strong PM winds
Waves & currents likely increasing
Parts of Honolua good. Kapalua Bay best

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light wind expected
The wind may affect Kahekili later
Kahekili & Black Rock both excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunshine expected. Strong afternoon wind
Waves are breaking in areas. Bigger in Makena
Kamaole Beach 1 & Ulua beach look best",6.5,8.5,6.0
"Thursday, March 24 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Super strong wind
Hazardous waves & strong currents
Abit calmer inside Kapalua Bay

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & super strong wind
Strong currents at Kahekili & rock tip
South face of Black Rock is best

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies. Light AM wind in Wailea
Wind waves picking up throughout the day
Part of Kam 1, Ulua & Mak Landing look good",5.5,6.0,3.5
"Friday, March 25 2022","North West (epili,kapatua, Honolua)

Sunny, strong east wind near 30 mph
Waves are hazardous & currents strong
Smallest waves inside Kapalua Bay

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies, Breezy PM strong winds
Kahekili likely affected by PM winds
South face of Black Rock good all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies light AM wind near Wailea
Waves are up a bit in areas of the beaches
Smaller waves=Kam 1, north end Ulua & Wailea",6.0,7.5,4.5
"Sunday, March 20 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Ligth breeze
Waves still breaking in some areas
Kapalua Bay is best. Honolua improving

Near Ka'anapali (ick rock. airport Kahekil

Mosty sunny after morning clouds clear
Waves should remain pretty small today
Kahekili & Black Rock both looking great

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light onshore breeze
Waves are up just enough to affect areas
South end of Kam 1, north end Ulua are best",6.5,8.5,7.0
"Monday, March 21 2022","North West (epili,kapatua, Honolua)

Partly sunny. Light winds
Waves are expected to pick up later
This AM Napili, Kapalua & Honolua are good

Near Ka'anapali (ick rock. airport Kahekil

Partly to mostly sunny. Light AM wind
Wind may affect Kahekili later in the day
Kahekili & Black Rock are both excellent

South Shore (oiowalu, kinei, Makena Landing)

Partly sunny. Light Am wind
Waves slightly up in some areas
Kam 1,2,3, Ulua & Mak Landing looking good",7.0,8.5,6.5
"Tuesday, March 12022","North West (epili,kapatua, Honolua)

Sunny with light winds expected
Waves are breaking & rising
Kapalua Bay is looking good this AM

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light wind expected
Waves are small but may pick up later
Black Rock & Kahekili both looking great

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light wind expected
Waves expected to get bigger today
Smaler waves= north Ulua, south Kam 1",6.0,8.0,4.5
"Monday, March 14 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Strong east wind
Hazardous waves in some areas
Inside Kapalua Bay is looking great

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & favorable wind expected
Wind may affect Kahekili later in the day
Kahekili & Black Rock both excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light wind this morning
Waves are elevated in some areas
MM-14, South Kam 1, north end of Ulua are best",7.0,8.5,6.0
"Tuesday, March 15 2022","North West (epili,kapatua, Honolua)

Mostly to partly sunny. PM showers
Hazardous ocean conditions & waves
Inside Kapalua Bay has smallest waves

Near Ka'anapali (ick rock. airport Kahekil

Sunny for most of the day. PM clouds
Waves picked up, mainly affecting Kahekili
South face of Black Rock looks great

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing clouds
Waves picked up affecting in areas
Mile Marker 14, Kam 1 & Mak Landing are best",6.5,7.0,3.0
"Sunday, March 27 2022","North West (epili,kapatua, Honolua)

Sunny. East wind gusts to 15 mph
Waves are breaking in exposed areas
Kapalua Bay is looking fantastic

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light wind expected
Increasing currents further out from shore
Kahekili & Black Rock likely excellent all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light winds expected
Waves are slightly elevated in some areas
Kam 1,2,3, Wailea & Makena Landing all good",8.,8.5,6.5
"Saturday, March 26 2022","North West (epili,kapatua, Honolua)

Rain, strong winds & rough seas
Waves, currents & brown water
When rain stops, Kapalua Bay improves

Near Ka'anapali (ick rock. airport Kahekil

Partly sunny & some rain. Should clear up
Kahekili & past rock tip is too rough this AM
South face of Black Rock looking good

South Shore (oiowalu, kinei, Makena Landing)

Mostly to partly sunny, Isolated showers
Waves in areas, Increasing PM wind
Kam 1,2,3, Ulua & Mak Landing have improved",6.0,6.5,4.
"Saturday, March 19 2022","North West (epili,kapatua, Honolua)

Partly suuny, isolated showers this AM
Waves are breaking in some areas
Kapalua bay is looking best & clear

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & light wind expected today
Slight chance of clouds & wind later
Kahekili & Black Rock likely all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & lighter wind expected
Waves slightly up in sections of beaches
Kam 1,2,3, Ulua & Mak Landing look good",7.0,8.5,6.0
"Friday, March 18 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Very strong east wind
Not huge, but elevated waves
Kapalua Bay is looking best

Near Ka'anapali (ick rock. airport Kahekil

Sunshine expected. Stronger PM wind
Wind likley affecting Kahekili later
Kahekili & Black Rock both great this AM

South Shore (oiowalu, kinei, Makena Landing)

Sunshine expected. Strong PM wind
Waves slightly elevated. Choppy PM
Kam 1, Ulua & Wailea beaches= smaller waves",6.5,7.5,6.0
"Monday, March 7 2022","North West (epili,kapatua, Honolua)

Sunshine expected. Light winds
Waves breaking inexposed areas
North end inside Kapalua bay is good

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light onshore breeze
Waves picked up slightly in areas
Kahekili & Black Rock both looking good

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies expected for most of the day
Waves picked up & may pick up more
MM-14, Kam 1, Ulua & Mak Landing look good",7.0,75,5.0
"Sunday, March 6 2022","North West (epili,kapatua, Honolua)

Sunny with a light east breeze
Hazardous/currents waves in areas
Part of Kapalua bay has best conditions

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & lighter wind epxected
Waves slightly elevated in small areas
Kahikili & Black Rock likely great all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & lighter wind expected
Waves are elevated in some areas
Kam 1,2,3, Ulua & Makena Landing are best",7.5,8.0,4.0
"Sunday, March 13 2022","North West (epili,kapatua, Honolua)

Partly sunny. Possible isolated showers
Wind & strong currents outside the bays
Kapalua Bay is looking particularly nice

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light wind for most of the day
Afternoon wind likely affecting Kahekili
Kahekili & Black Rock are both excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light wind this morning
Elevated waves in areas. Strong PM wind
Kam 1,2,3, Ulua & Mak landing are good",7.0,8.5,7.0
"Saturday, March 12 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Strong afternoon winds
Waves are breaking in exposed areas
Kapalula Bay & Honolua Bay look best

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & favorable wind expected
Wind may affect Kahekili later this PM
Black Rock & Kahekili are both excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny & light wind early-increasing PM wind
Waves are breaking in some areas
Mile Marker 14, Wailea beach looking best",6.0,8.5,6.5
"Wednesday, March 30 202:","North West (epili,kapatua, Honolua)

Mostly sunny early. Scattered showers
Hazardous waves & dangerous currents
Inside Kapalua Bay has smaller waves

Near Ka'anapali (ick rock. airport Kahekil

Sunny this AM. Maybe isolated PM showers
Slightly elevated waves near Kahekili
Black Rock & Kahekili both great this AM

South Shore (oiowalu, kinei, Makena Landing)

Sunny this AM. Likely PM isolated showers
Rain runoff possible later. Some waves
Kam 1,2,3, Ulua & Makena Landing look best",7.5,8.,3.5
"Thursday, March 31 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Isolated showers possible
Extremely strong wind & dangerous waves
Slightly calmer inside part of Kapalua bay

Near Ka'anapali (ick rock. airport Kahekil

Sunny with strong winds by this PM
Kahekili likely affected by wind this PM
South face of Black Rock likely good all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny. Lightest wind in So. Kihei & Wailea
Choppy wind waves this afternoon
Kam 1,2,3, Ulua & Mak Landing look good",7.0,75,3.0
